"en","description/arms_imports_us_inflation_adjusted","Data for some countries are based on partial or uncertain data or rough estimates. Arms transfers cover the supply of military weapons through sales, aid, gifts, and those made through manufacturing licenses. Data cover major conventional weapons such as aircraft, armored vehicles, artillery, radar systems, missiles, and ships designed for military use. Excluded are transfers of other military equipment such as small arms and light weapons, trucks, small artillery, ammunition, support equipment, technology transfers, and other services.In 1990 prices,",
"en","description/art_coverage_percent_cd4_l_350","For people who have been diagnosed as CD4 count < 350 / mm3, how many (%) have access to ART treatment, estimation."en",",
"en","description/average_age_of_dollar_billionaires_years","The average age of billionaires in the country of their citizenship, calculation based on data from Forbes.com",
"en","description/axis/_default","All markers would have the same position",
"en","description/bad_teeth_per_child_12_yr","The weighted average of the number of Decayed, Missing or Filled teeth among the 12 years old in a country (DMFT). It is meant to reflect the prevalence of caries in a population."en",",
"en","description/battle_deaths_per_100_000","Battle deaths, age-adjusted mortality per 100 000 standard population.",
"en","description/biomass_stock_in_forest_tons","Biomass stock refers to organic material both above-ground and below-ground, and both living and dead, e.g., trees, crops, grasses, tree litter, roots etc.; including the pool definition for above- and below-ground biomass in forest; other wooded land not included."en",",
"en","description/birth_asphyxia_deaths_in_newborn_per_1000_births","Birth asphyxia deaths in newborn (per 1,000 births)",
"en","description/birth_asphyxia_deaths_in_newborn_total_deaths","Birth asphyxia deaths in newborn (total deaths)",
"en","description/births_attended_by_skilled_health_staff_percent_of_total","The percentage of deliveries attended by personnel (including doctors, nurses and midwives) trained to give the necessary supervision, care, and advice to women during pregnancy, labor, and the postpartum period; to conduct deliveries on their own; and to care for newborns.",
"en","description/blood_pressure_sbp_men_mmhg","The mean SBP (Systolic Blood Pressure) of the male population, counted in mm-Hg; this mean is calculated as if each country has the same age composition as the world population.",
"en","description/blood_pressure_sbp_women_mmhg","The mean SBP (Systolic Blood Pressure) of the female population, counted in mm-Hg; this mean is calculated as if each country has the same age composition as the world population.",
"en","description/body_mass_index_bmi_men_kgperm2","The mean BMI (Body Mass Index) of the male population, counted in kilogram per square meter; this mean is calculated as if each country has the same age composition as the world population.",
"en","description/body_mass_index_bmi_women_kgperm2","The mean BMI (Body Mass Index) of the female population, counted in kilogram per square meter; this mean is calculated as if each country has the same age composition as the world population.",
"en","description/breast_cancer_deaths_per_100000_women","Number of deaths due to breast cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",
"en","description/breast_cancer_new_cases_per_100000_women","Number of new cases of breast cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",
"en","description/breast_cancer_number_of_female_deaths","Total number of female deaths due to breast cancer during the certain year."en",",
"en","description/breast_cancer_number_of_new_female_cases","Total number of new female cases of breast cancer during the certain year.",
"en","description/broadband_subscribers","Broadband subscribers are the total number of broadband subscribers with a digital subscriber line, cable modem, or other high-speed technologies, although definitions may vary from country to country."en",",
"en","description/broadband_subscribers_per_100_people","Broadband subscribers are the total number of broadband subscribers with a digital subscriber line, cable modem, or other high-speed technologies, although definitions may vary from country to country."en",",
"en","description/burns_deaths_per_100000_people","Burns, age-adjusted mortality per 100 000 standard population. This rate is calculated as if all countries had the same age composition of the population.",
"en","description/car_deaths_per_100000_people","Mortality among drivers and passengers of 4-wheel motorized vehicles, per 100,000. Age adjusted (calculated as if all countries had the same age structure).",
"en","description/cars_trucks_and_buses_per_1000_persons","Registered four-wheel motor vehicles per 1,000 population. Cars, buses, and freight vehicles but  not  two-wheelers.",
"en","description/cell_phones_per_100_people","The number of subscribers per 100 people to a service providing access to the telephone network using cellular technology."en",",
"en","description/cell_phones_total","The number of subscribers to a service providing access to the telephone network using cellular technology."en",",
"en","description/central_bank_discount_rate_annual_percent","Central bank discount rate (annual %)",
"en","description/cervical_cancer_deaths_per_100000_women","Number of deaths due to cervical cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",
"en","description/cervical_cancer_new_cases_per_100000_women","Number of new cases of cervical cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",
"en","description/cervical_cancer_number_of_female_deaths","Total number of female deaths due to cervical cancer during the certain year."en",",
"en","description/cervical_cancer_number_of_new_female_cases","Total number of new female cases of cervical cancer during the certain year.",
"en","description/child_mortality_0_5_year_olds_dying_per_1000_born","Death of children under five years of age per 1,000 live births"en",",
"en","description/child_mortality_0_5_year_olds_more_years_version_7","Death of children under five years of age per 1,000 live births. More years are included in this indicator.",
"en","description/children_and_elderly_per_100_adults","The total dependency ratio is the ratio of the sum of the population aged 0-14 and 65+ to the population aged 15-64, multiplied by 100."en",",
"en","description/children_out_of_school_primary","Break in series between 1997 and 1998 due to change from International Standard Classification of Education (ISCED76) to ISCED97. Recent data are provisional. Children out of school are the number of primary-school-age children not enrolled in primary or secondary school.",
"en","description/children_out_of_school_primary_female","Break in series between 1997 and 1998 due to change from International Standard Classification of Education (ISCED76) to ISCED97. Recent data are provisional. Children out of school are the number of primary-school-age children not enrolled in primary or secondary school.",
"en","description/children_out_of_school_primary_male","Break in series between 1997 and 1998 due to change from International Standard Classification of Education (ISCED76) to ISCED97. Recent data are provisional. Children out of school are the number of primary-school-age children not enrolled in primary or secondary school.",
"en","description/children_per_woman_temporary_update","Children per woman (TFR), temporary update",
"en","description/children_per_woman_total_fertility","Total fertility rate. The number of children that would be born to each woman with prevailing age-specific fertility rates."en",",
"en","description/children_per_woman_total_fertility_with_projections","Total fertility rate. The number of children that would be born to each woman with prevailing age-specific fertility rates. Data after 2010 is based on the medium estimates from UN population division.",
"en","description/cholesterol_fat_in_blood_men_mmolperl","The mean TC (Total Cholesterol) of the male population, counted in mmol per L; this mean is calculated as if each country has the same age composition as the world population.",
"en","description/cholesterol_fat_in_blood_women_mmolperl","The mean TC (Total Cholesterol) of the female population, counted in mmol per L; this mean is calculated as if each country has the same age composition as the world population.",
"en","description/co2_emissions_tonnes_per_person","Carbon dioxide emissions from the burning of fossil fuels (metric tonnes of CO2 per person)."en",",
"en","description/co2_intensity_of_economic_output_kg_co2_per_2005_ppp_of_gdp","Measures the amount of CO2 (kg) emitted for every dollar of GDP (constant purchasing power parity-adjusted) produced.",
"en","description/coal_consumption_per_cap","Coal consumption per person (tonnes oil equivalent)",
"en","description/coal_consumption_total","Total amount of coal consumption (tonnes oil equivalent)",
"en","description/code","",
"en","description/colonandrectum_cancer_deaths_per_100000_men","Number of deaths due to colon&rectum cancer in 100,000 male residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",
"en","description/colonandrectum_cancer_deaths_per_100000_women","Number of deaths due to colon&rectum cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",
"en","description/colonandrectum_cancer_new_cases_per_100000_men","Number of new cases of colon&rectum cancer in 100,000 male residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",
"en","description/colonandrectum_cancer_new_cases_per_100000_women","Number of new cases of colon&rectum cancer in 100,000 female residents during the certain year. This rate is calculated as if each country has the same age composition as the world population.",
"en","description/colonandrectum_cancer_number_of_female_deaths","Total number of female deaths due to colon&rectum cancer during the certain year."en",",
"en","description/colonandrectum_cancer_number_of_male_deaths","Total number of male deaths due to colon&rectum cancer during the certain year."en",",
"en","description/colonandrectum_cancer_number_of_new_female_cases","Total number of new female cases of colon&rectum cancer during the certain year.",
"en","description/colonandrectum_cancer_number_of_new_male_cases","Total number of new male cases of colon&rectum cancer during the certain year.",
"en","description/color","",
"en","description/color/_default","All markers would have the same color",
"en","description/congenital_deaths_in_newborn_per_1000_births","Congenital deaths in newborn (per 1,000 births)",
"en","description/congenital_deaths_in_newborn_total_deaths","Congenital deaths in newborn (total deaths)",
"en","description/contraceptive_use_percent_of_women_ages_15_49","Contraceptive prevalence rate is the percentage of women who are practicing, or whose sexual partners are practicing, any form of contraception. It is usually measured for married women ages 15-49 only.",
"en","description/corruption_perception_index_cpi","Transaprency International's score of perceptions of corruption. Higher values indicate less corruption."en",",
"en","description/country","",
"en","description/crude_birth_rate_births_per_1000_population","The average number of births among 1,000 population during the given year (data after 2010 is based on the medium estimates from UN population division).",
"en","description/crude_death_rate_deaths_per_1000_population","The average number of deaths among 1,000 population during the given year (data after 2010 is based on the medium estimates from UN population division).",
"en","description/cumulative_co2_emissions_tonnes","Total CO2 emissions from fossil fuel for the period between 1751 and the relevant year in metric tonnes."en",",
"en","description/data_method_maternal_mortality","Method used to estimate \"Maternal mortality\": 1-Registration; 2-Reg. but ill defined; 3-Sisterhood surveys; 4-Mortality surveys, 5-Sample reg.; 6-Census based estim.; 7-Other data; 8-No data, model used",
"en","description/data_quality_children_per_woman","Rates the quality for each observation of \"Children per woman\". The ratings are 1 (very good); 2 (good); 3 (fair); 4 (bad) and 5 (very bad). You can use this \"indicator\" together with \"Children per woman\" to highlight the roughest observations.",
"en","description/data_quality_income_per_person","Rates the quality for each observation of \"Income per person - revised\". The ratings are 0 (data quality not known yet) and 5 (very bad). You can use this \"indicator\" as color together with income per person to highlight the roughest observations.",
"en","description/data_quality_life_expectancy","Rates the quality for each observation of \"Life expectancy at birth\": (1) Yearly data; (2) Trend data; (3) Yearly guesstimates; (4) Trend guesstimates. You can use this \"indicator\" together with \"Life expectancy at birth\" to highlight the roughest observations.",
"en","description/data_quality_population","Rates the quality for each observation of \"Population, total\". The ratings are 1 (very good); 2 (good); 3 (fair); 4 (bad) and 5 (very bad). You can use this \"indicator\" together with total population to highlight the roughest observations.",
"en","description/dead_kids_per_woman","How many children a woman has on average that dies before their 35th birthday. It is based on the Total fertilirty rate and age-specific mortality.",
"en","description/debt_servicing_costs_percent_of_exports_and_net_income_from_abroad","The sum of principal and interest paid in foreign currency, goods or services on long-term debt, interest paid on short-term debt and repayments to the International Monetary Fund, as a percentage of net exports and income from abroad.",
"en","description/debt_to_foreigners_by_public_and_private_percent_of_gni","External debt, total (% of GNI)",
"en","description/democracy_score_use_as_color","Overall polity score from the Polity IV dataset, calculated by subtracting an autocracy score from a democracy score. It is a summary measure of a country's democratic and free nature. -10 is the lowest value, 10 the highest."en",",
"en","description/desalinated_water_produced_billion_cu_meters","Total quantity of the production of freshwater by desalination of brackish or saltwater (mostly for domestic purposes) during the given year, counted in billion cubic meters.",
"en","description/description","",
"en","description/diarrhoeal_deaths_in_children_1_59_months_per_1000_births","Diarrhoeal deaths in children 1-59 months (per 1,000 births)",
"en","description/diarrhoeal_deaths_in_children_1_59_months_total_deaths","Diarrhoeal deaths in children 1-59 months (total deaths)",
"en","description/diarrhoeal_deaths_in_newborn_per_1000_births","Diarrhoeal deaths in newborn (per 1,000 births)",
"en","description/diarrhoeal_deaths_in_newborn_total_deaths","Diarrhoeal deaths in newborn (total deaths)",
"en","description/dollar_billionaires_per_million_people","Number of billionaires among every 1 million people in the country of their citizenship, calculation based on data from Forbes.com",
"en","description/drought_affected_annual_number","Total number of people getting affected, injured or killed in drought during the given year.",
"en","description/drought_deaths_annual_number","Number of people killed in drought during the given year.",
"en","description/drownings_per_100000_people","Drownings, age-adjusted mortality per 100 000 standard population. This rate is calculated as if all countries had the same age composition of the population.",
"en","description/dtp3_immunized_percent_of_one_year_olds","Percentage of 1 year old children who have received 3 doses of combined diphtheria, tetanus toxoid and pertussis vaccine during the year.",
"en","description/earthquake_affected_annual_number","Total number of people getting affected, injured or killed in earthquake during the given year.",
"en","description/earthquake_deaths_annual_number","Number of people killed in earthquake during the given year.",
"en","description/economic_growth_over_the_past_10_years","Average annual growth in GDP per capita over the past 10 years, i.e. the data for 1980 concerns the average growth 1970-80. The data is based on the PWT 6.2.",
"en","description/economical_infrastructure_aid_given_percent_of_aid","Percentage of total allocable aid for official development assistance (ODA) given by the donor countries that has been used in economical infrastructures.",
"en","description/education_aid_given_percent_of_aid","Percentage of total allocable aid for official development assistance (ODA) given by the donor countries that has been used in education.",
"en","description/electricity_generation_per_person","Electricity generation per person (kilowatt-hours)",
"en","description/electricity_generation_total","Electricity generation (kilowatt-hours)",
"en","description/electricity_use_per_person","The amount of electricity consumed per person during the given year, counted in kilowatt-hours (kWh).",
"en","description/electricity_use_total","The total amount of electricity consumed during the given year, counted in kilowatt-hours (kWh).",
"en","description/energy_from_solid_biofuels_percent","Percent of total energy supply that comes from \"solid biofuels\". Solid biofuels includes \"traditional energy sources\" e.g. firewood."en",",
"en","description/energy_production_per_person","Energy production refers to forms of primary energy--petroleum (crude oil, natural gas liquids, and oil from nonconventional sources), natural gas, solid fuels (coal, lignite, and other derived fuels), and combustible renewables and waste--and primary electricity, all converted into tonnes of oil equivalents, calculated by dividing with the population of each country during the given year, counted in tonnes of oil equivalent (toe).",
"en","description/energy_production_total","Energy production refers to forms of primary energy--petroleum (crude oil, natural gas liquids, and oil from nonconventional sources), natural gas, solid fuels (coal, lignite, and other derived fuels), and combustible renewables and waste--and primary electricity, all converted into tonnes of oil equivalents, counted in tonnes of oil equivalent (toe).",
"en","description/energy_supply_per_person_toe","Total energy supply per person, tonnes of oil equivalent",
"en","description/energy_use_per_person","Energy use refers to use of primary energy before transformation to other end-use fuels, which is equal to indigenous production plus imports and stock changes, minus exports and fuels supplied to ships and aircraft engaged in international transport, counted in tonnes of oil equivalent (toe).",
"en","description/energy_use_total","Energy use refers to use of primary energy before transformation to other end-use fuels, which is equal to indigenous production plus imports and stock changes, minus exports and fuels supplied to ships and aircraft engaged in international transport, counted in tonnes of oil equivalent (toe).",
"en","description/epidemic_affected_annual_number","Total number of people getting affected, injured or killed in epidemic during the given year.",
"en","description/epidemic_deaths_annual_number","Number of people killed in epidemic during the given year.",
"en","description/estimate_or_projection_of_under_five_mortality_rate_from_ihme","1=estimate; 2=projection (quality indicator for \"Under-five mortality from IHME\")",
"en","description/expenditure_per_student_primary_percent_of_gdp_per_person","Break in series between 1997 and 1998 due to change from International Standard Classification of Education (ISCED76) to ISCED97. Recent data are provisional. Public expenditure per student is the public current spending on education divided by the total number of students by level, as a percentage of GDP per person. Public expenditure (current and capital) includes government spending on educational institutions (both public and private), education administration as well as subsidies for private entities (students/households and other privates entities).",
"en","description/expenditure_per_student_secondary_percent_of_gdp_per_person","Break in series between 1997 and 1998 due to change from International Standard Classification of Education (ISCED76) to ISCED97. Recent data are provisional. Public expenditure per student is the public current spending on education divided by the total number of students by level, as a percentage of GDP per person. Public expenditure (current and capital) includes government spending on educational institutions (both public and private), education administration as well as subsidies for private entities (students/households and other privates entities).",
"en","description/expenditure_per_student_tertiary_percent_of_gdp_per_person","Break in series between 1997 and 1998 due to change from International Standard Classification of Education (ISCED76) to ISCED97. Recent data are provisional. Public expenditure per student is the public current spending on education divided by the total number of students by level, as a percentage of GDP per person. Public expenditure (current and capital) includes government spending on educational institutions (both public and private), education administration as well as subsidies for private entities (students/households and other privates entities).",
"en","description/exports_percent_of_gdp","Exports of goods and services represent the value of all goods and other market services provided to the rest of the world. They include the value of merchandise, freight, insurance, transport, travel, royalties, license fees, and other services, such as communication, construction, financial, information, business, personal, and government services. They exclude labor and property income (formerly called factor services) as well as transfer payments.",
"en","description/exports_unit_value_index_2000100","Export values are the current value of exports (f.o.b.) converted to U.S. dollars and expressed as a percentage of the average for the base period (2000). UNCTAD's export value indexes are reported for most economies. For selected economies for which UNCTAD does not publish data, the export value indexes are derived from export volume indexes (line 72) and corresponding unit value indexes of exports (line 74) in the IMF's International Financial Statistics.",
"en","description/external_debt_total_us_not_inflation_adjusted","Total external debt is debt owed to nonresidents repayable in foreign currency, goods, or services. Total external debt is the sum of public, publicly guaranteed, and private nonguaranteed long-term debt, use of IMF credit, and short-term debt. Short-term debt includes all debt having an original maturity of one year or less and interest in arrears on long-term debt. Data are in current U. S. dollars. World Bank, Global Development Finance."en",",
"en","description/extreme_poverty_percent_people_below_125_a_day","The percentage of people living on less than $1.25 (2005 purchasing power parity dollars).",
"en","description/extreme_temperature_affected_annual_number","Total number of people getting affected, injured or killed in extreme temperature during the given year.",
"en","description/extreme_temperature_deaths_annual_number","Number of people killed in extreme temperature during the given year.",
"en","description/falls_deaths_per_100000_people","Falls, age-adjusted mortality per 100 000 standard population. This rate is calculated as if all countries had the same age composition of the population.",
"en","description/family_workers_percent_of_labour_force","Percentage of all labour force that works as contributing family workers.",
"en","description/female_agriculture_workers_percent_of_female_labour_force","Percentage of all female labour force that works in agriculture sector."en",",
"en","description/female_family_workers_percent_of_female_labour_force","Percentage of all female labour force that works as contributing family workers."en",",
"en","description/female_industry_workers_percent_of_female_labour_force","Percentage of all female labour force that works in industry sector."en",",
"en","description/female_long_term_unemployment_rate_percent","Percentage of female population that has been registered as long-term unemployed during the given year.",
"en","description/female_population_with_projections","Total number of female population, data after 2010 is based on the medium estimates from UN population division.",
"en","description/female_salaried_workers_percent_of_female_labour_force","Percentage of all female labour force that earns a salary from working."en",",
"en","description/female_self_employed_percent_of_female_labour_force","Percentage of all female labour force that works as self-employed workers."en",",
"en","description/female_service_workers_percent_of_female_labour_force","Percentage of all female labour force that works in service sector."en",",
"en","description/females_aged_15_24_employment_rate_percent","Percentage of female population, age group 15-24, that has been employed during the given year.",
"en","description/females_aged_15_24_unemployment_rate_percent","Percentage of women, age group 15-24, that has been registered as unemployed during the given year.",
"en","description/females_aged_15_64_labour_force_participation_rate_percent","For age group 15-64, percentage of female labour to total female population.",
"en","description/females_aged_15plus_employment_rate_percent","Percentage of female population, age group 15+, that has been employed during the given year.",
"en","description/females_aged_15plus_labour_force_participation_rate_percent","For age group 15+, percentage of female labour to total female population.",
"en","description/females_aged_15plus_unemployment_rate_percent","Percentage of women, age group above 15, that has been registered as unemployed during the given year.",
"en","description/females_aged_25_54_labour_force_participation_rate_percent","For age group 25-54, percentage of female labour to total female population.",
"en","description/females_aged_25_54_unemployment_rate_percent","Percentage of women, age group 25-54, that has been registered as unemployed during the given year.",
"en","description/females_aged_55plus_unemployment_rate_percent","Percentage of women, age group above 55, that has been registered as unemployed during the given year.",
"en","description/females_aged_65plus_labour_force_participation_rate_percent","For age group 65+, percentage of female labour to total female population.",
"en","description/fixed_line_and_mobile_phone_subscribers_per_100_people","Fixes lines connect a customer's equipment to the public switched telephone network. Mobile phone subscribers refer to users of portable telephones subscribing to the telephone network using cellular technology."en",",
"en","description/flood_affected_annual_number","Total number of people getting affected, injured or killed in flood during the given year.",
"en","description/flood_deaths_annual_number","Number of people killed in flood during the given year.",
"en","description/food_supply_kilocalories_per_person_and_day","Calories measures the energy content of the food. The required intake varies, but it is normally in the range of 1500-3000 kilocalories per day. One banana contains approximatly 100 kilocalories.",
"en","description/foreign_direct_investment_net_inflows_percent_of_gdp","Net inflows of investment to acquire a lasting management interest (10 percent or more of voting stock) in an enterprise operating in an economy other than that of the investor. It is the sum of equity capital, reinvestment of earnings, other long-term capital, and short-term capital as shown in the balance of payments, as a percentage of GDP.",
"en","description/foreign_direct_investment_net_outflows_percent_of_gdp","Net outflows of investment to acquire a lasting management interest (10 percent or more of voting stock) in an enterprise operating in an economy other than that of the investor. It is the sum of equity capital, reinvestment of earnings, other long-term capital, and short-term capital as shown in the balance of payments, as a percentage of GDP.",
"en","description/forest_area_sq_km","Forest area is land under natural or planted stands of trees, whether productive or not.",
"en","description/forest_coverage_percent","Percentage of total land area that has been covered with forest during the given year; excluding other wooded land, which is spanning more than 0.5 hectares, with trees higher than 5 meters and a canopy cover of 5-10 percent, or trees able to reach these thresholds in situ, or with a combined cover of shrubs, bushes and trees above 10 percent.",
"en","description/forest_land_total_area_ha","Total area of land (hectares) which is spanning more than 0.5 hectares with trees higher than 5 meters and a canopy cover of more than 10%, or trees able to reach these thresholds in situ. It does not include land that is predominantly under agricultural or urban land use.",
"en","description/forest_products_removal_per_ha_dollar","Total annual value of forest products in current USD per hectares, including both wood and non-wood removal during that year.",
"en","description/forest_products_removal_total_dollar","Total annual value of forest products in current USD, including both wood and non-wood removal during that year.",
"en","description/gapminder_list","",
